Nombre;Ventas anual;rama
DONGFANG ELECTRIC ECUADOR S.A.;6724316.92;Suministro de Electricidad Gas Vapor y Aire acondicionado
RECICLAJES INTERNACIONALES RECYNTER S.A.;6677067.35;Distribución de Agua Alcantarillado y gestión de desechos
QUALIDENTAL S.A.;6644001.97;Actividades de atención a salud
PARQUESANTO DEL ECUADOR S.A. PQE;6634815.55;Otras actividades de servicios
CASTENI CIA.LTDA.;6574202.1;Actividades de Alojamiento
CORPKADILAC S.A.;6539829.38;Actividades de atención a salud
UNOSYSTEMS S.A.;6536116.02;Información y comunicación
ANYWAYBAC CIA. LTDA.;6524118.73;Información y comunicación
CENTRO EDUCATIVO INTEGRAL CENEICA SA;6513312.51;Enseñanza
MANTAORO HOTELERA MANTA S.A.;6436617.47;Actividades de Alojamiento
ORGANIZACION ECUATORIANA DE TELEVISION ORTEL S.A.;6404890;Información y comunicación
INSTITUTO EDUCATIVO MODERNO DE GUAYAQUIL INEMOQUIL C LTDA;6375602.61;Enseñanza
INMOBILIARIA CONSTRUCTORA MATUTE JIMENEZ INMOCONSTRUMAJI S.A.;6286542;Actividades inmobiliarias
TOPSHOWS CIA. LTDA.;6241983.01;Actividades entretenimiento
DIAMOND CLUB S.A. DICLUB;6236933.44;Otras actividades de servicios
INDUSTRIAL Y COMERCIAL FARAHON INCFAR S.A.;6191280.93;Actividades inmobiliarias
RECBAS RECOLECCION Y RECICLAJE S.A.;6149600.25;Distribución de Agua Alcantarillado y gestión de desechos
SISTEMAS Y EQUIPOS INDUSTRIALES C.LTDA. SEIN;6083195.77;Enseñanza
VISOLIT S.A.;5909654.25;Distribución de Agua Alcantarillado y gestión de desechos
MILLENIUM S.A.;5868761.86;Actividades inmobiliarias
AFIATIC COMUNICACIONES CIA.LTDA.;5743458.62;Información y comunicación
SERVICIOS EDUCATIVOS (SERVIEDUCA S.A.);5707469.61;Enseñanza
ECOREXCICLE S.A.S.;5648196.44;Distribución de Agua Alcantarillado y gestión de desechos
BEAUTYZOE S.A.S.;5633119.38;Otras actividades de servicios
HITSS ECUADOR S.A.;5526758.11;Información y comunicación
ACIREALE S.A.;5443496.92;Actividades inmobiliarias
UNICENTRO TURISTICO JABUCAM SA;5380701.45;Actividades de Alojamiento
REDACOPIO S.A.;5298702.84;Actividades de Alojamiento
SERVICIOS DE EDUCACION SEDUC C LTDA;5296957.41;Enseñanza
EQUITATIS S.A.;5277089.21;Suministro de Electricidad Gas Vapor y Aire acondicionado
SERVIRESIDUOS S.A.;5253957.6;Distribución de Agua Alcantarillado y gestión de desechos
CENTRAL DE ALIMENTOS CENTRALIMENTOS S.A.;5190866.15;Actividades de Alojamiento
HOTELMASHPI S.A.;5151482.02;Actividades de Alojamiento
PUNTABARRANCA S.A.S.;5072425.5;Actividades inmobiliarias
GPOWERGROUP S.A.;5052581.01;Distribución de Agua Alcantarillado y gestión de desechos
DRUFESA S.A.;5050653.7;Actividades inmobiliarias
MULTITIENDAS S.A.;5033279.55;Actividades de Alojamiento
KANDOMBE S.A.;5031673.57;Actividades inmobiliarias
JUSTICECOMPANY TECNICA INDUSTRIAL S.A.;4991622.54;Suministro de Electricidad Gas Vapor y Aire acondicionado
INMOBILIARIA GALILEA-ECUADOR S.A.;4953292.2;Actividades inmobiliarias
COMERCIAL EL ARBOLITO CIA. LTDA.;4942673.55;Actividades de Alojamiento
THE NAIL KITCHEN EC THENAILKITCHEN S.A.S.;4926393.36;Otras actividades de servicios
LICEO BILINGUE LOS ANDES, BILOSAN SA;4915483.88;Enseñanza
INMOBILIARIA INVESTA SA;4851623.86;Actividades inmobiliarias
CELIACORP S.A.;4830746;Actividades inmobiliarias
ABB ECUADOR S.A.;4829391;Suministro de Electricidad Gas Vapor y Aire acondicionado
FILESTORAGE S.A.;4813359.93;Actividades entretenimiento
MENDOGAS S.A.;4756246.22;Suministro de Electricidad Gas Vapor y Aire acondicionado
PAKAKUNABAU CIA. LTDA.;4738149.69;Actividades inmobiliarias
DESARROLLO DE VIVIENDAS SOCIALES S.A. DEVISO;4695328.68;Actividades inmobiliarias
RESTBAR S.A.;4616317.23;Actividades de Alojamiento
MULTITECNOS S.A.;4575236.08;Otras actividades de servicios
INMOBILIARIA COSTANERA INMOCOST S.A.;4558191.76;Actividades inmobiliarias
MARISCAL SUCRE UNIDAD EDUCATIVA MARISCALSUCRE S.A.;4520443.55;Enseñanza
HOSFINTEL CIA. LTDA.;4494395.94;Actividades de Alojamiento
LUNACORP S.A.;4494027.29;Actividades de Alojamiento
INCINERACION RESIDUOS TOXICOS PELIGROSOS INCINEROX CIA. LTDA.;4482123;Distribución de Agua Alcantarillado y gestión de desechos
GOURMET FOOD SERVICE GFS S.A.;4454472.44;Actividades de Alojamiento
CENTRO EDUCATIVO ISAAC NEWTON C LTDA;4424003.95;Enseñanza
KOTSKA PROFESORES REUNIDOS DEL ECUADOR SA;4419551.84;Enseñanza
ECOLUZ S.A;4291893.67;Suministro de Electricidad Gas Vapor y Aire acondicionado
CONTACTO INMOBILIARIO INMOCONTACTO CIA.LTDA;4258958.51;Actividades inmobiliarias
HOTEL CASAGANGOTENA S.A.;4243313.88;Actividades de Alojamiento
ACCISEL S.A.S.;4231967.48;Actividades inmobiliarias
THOMAS MORE TMSA S.A.;4188829.66;Enseñanza
FRIAL CIA LTDA;4134117.43;Actividades inmobiliarias
RECICLAJES DEL PACIFICO RECYCLINGPACIFIC S.A.;4114634.47;Distribución de Agua Alcantarillado y gestión de desechos
GEOCYCLE-ECUADOR S.A.;4100628.18;Distribución de Agua Alcantarillado y gestión de desechos
PROMOTORES EDUCATIVOS EDUPROM S.A.;4095975.83;Enseñanza
ESTACION DE SERVICIO Y GASOLINERA LOS ALTARES CIA.LTDA.;4074616.51;Suministro de Electricidad Gas Vapor y Aire acondicionado
ALISMAY CIA. LTDA.;4061027.91;Actividades de Alojamiento
CAMPOSANTOS EL ORO CAMPORO S.A.;4057267.66;Otras actividades de servicios
CISCOSYSTEMS ECUADOR S.A.;3989149;Otras actividades de servicios
FAVORITARECICLA S.A.;3982166.98;Distribución de Agua Alcantarillado y gestión de desechos
CENTRO EDUCATIVO NUEVO MUNDO SA;3928225.52;Enseñanza
SERVICIOS EDUCACIONALES MARTIMCERERE SA;3917269.24;Enseñanza
COLEGIO SEK LOSVALLES CIA.LTDA.;3877362.5;Enseñanza
NEGOCIOS MENDOZA NEMEN S.A.;3846368.99;Suministro de Electricidad Gas Vapor y Aire acondicionado
TRASELEC SA;3834396.35;Suministro de Electricidad Gas Vapor y Aire acondicionado
REYPROPAPEL RECICLAR CIA. LTDA.;3798339.85;Distribución de Agua Alcantarillado y gestión de desechos
HAZWAT CIA. LTDA.;3741328.38;Distribución de Agua Alcantarillado y gestión de desechos
GUAYHOST S.A.;3727715.74;Actividades de Alojamiento
ALIMENTOS DEL GOLFO S.A.S.;3719204.75;Actividades de Alojamiento
SACHALODGE S.A.;3682182.45;Actividades de Alojamiento
ITRONIK SERVICES S.A.;3678235.56;Otras actividades de servicios
O.V. HOTELERA MACHALA S.A.;3624259.37;Actividades de Alojamiento
CITYMAXIS S.A.;3600427.34;Actividades de Alojamiento
CAMPOSANTO SANTA ANA CAMPSANA S.A.;3566833.79;Otras actividades de servicios
JARDINES DE MANABI JARDEMA S.A.;3505177.08;Otras actividades de servicios
AQUAYSISTEMAS S.A.;3415934.83;Distribución de Agua Alcantarillado y gestión de desechos
AQUAKLEANER S. A.;3355798.43;Distribución de Agua Alcantarillado y gestión de desechos
VALANGO S.A.;3320249.01;Distribución de Agua Alcantarillado y gestión de desechos
CORPORACION EDUCATIVA CORPOEDU CIA. LTDA.;3286407.41;Enseñanza
RECICLA COMPRA VENDE RECIPLACOM S.A.;3253514.99;Distribución de Agua Alcantarillado y gestión de desechos
ESTACION DE SERVICIOS HNOS. CHALEN S.A. CHAR;3208586.94;Suministro de Electricidad Gas Vapor y Aire acondicionado
MOLIDOSECUADOR S.A.;3192763.34;Distribución de Agua Alcantarillado y gestión de desechos
UNIDAD EDUCATIVA LEMAS S.A. UNILEMAS;3126722.64;Enseñanza
COMPUHELP S.A.;3126297.86;Otras actividades de servicios
RECICLAYA S.A.;3099864.48;Distribución de Agua Alcantarillado y gestión de desechos
CARSALU S.A.;3083019;Enseñanza
CAMPOSANTO JARDINES DEL EDEN S.A CAJARDENSA;3070490.67;Otras actividades de servicios
COLEGIO INTERNACIONAL BRITANICO, INTERCOLBRIT CIA. LTDA.;3059829.54;Enseñanza
UNIDAD EDUCATIVA SANTANA UNESA S.A.;3031757.47;Enseñanza
PROCESADORA DE PLASTICOS RTRECICLART S.A.;3012340.25;Distribución de Agua Alcantarillado y gestión de desechos
HIDROELECTRICA SAN JOSE DE MINAS S.A.;3011563.71;Suministro de Electricidad Gas Vapor y Aire acondicionado
SOLUCIONES INTEGRALES DE SERVICIOS MASIVOS SOISEM S.A. SOISEMSA;3004780.4;Distribución de Agua Alcantarillado y gestión de desechos
RECICLADORA DE METALES DEL SUR REMISURSA S.A.;2995948.91;Distribución de Agua Alcantarillado y gestión de desechos
ONDU SOLUCIONES TECNOLOGICAS S.A.;2945848.21;Otras actividades de servicios
ROCKVIT S.A.;2841765.79;Actividades entretenimiento
IMPORFRIO&SERVI S.A.;2831136.13;Otras actividades de servicios
IMPORTADORA COMERCIALIZADORA DE TECNOLOGIA ECOPHONESERTEC S.A.;2745252.23;Otras actividades de servicios
RECIPLAST C.A.;2737267.66;Distribución de Agua Alcantarillado y gestión de desechos
ADSEFUM ADMINISTRADORA DE SERVICIOS FUNERARIOS S.A.;2715097.82;Otras actividades de servicios
SERVICIOS EDUCATIVOS JIM IRWIN CIA. LTDA.;2698348.13;Enseñanza
UNIDAD EDUCATIVA LUDOTECA PADRE VICTOR GRADOS PVG CIA.LTDA.;2689725.15;Enseñanza
NIUCO SPORTS S.A.S.;2670120;Actividades entretenimiento
HIDROVICTORIA S.A.;2662004.59;Suministro de Electricidad Gas Vapor y Aire acondicionado
ASISTENCIA Y PREVISION ASSISPREV S.A.;2657618.01;Otras actividades de servicios
LEV VYGOTSKY S.A.S.;2620145.23;Enseñanza
TDC-RESTAURANTS S.A.;2619840.45;Enseñanza
FABRICACION Y DISTRIBUCION DE HERRAJES ELECTRICOS FADHELEC CIA. LTDA.;2594854.19;Otras actividades de servicios
MANEJO SEGURO S.A. MASEGUR;2504648.66;Enseñanza
EF EDUCACION INTERNACIONAL EFECUADOR S.A.;2476758.62;Enseñanza
FUNERARIA ARMONY S.A.S.;2476047.93;Otras actividades de servicios
COBROSESA S. A.;2453753.55;Otras actividades de servicios
TIFROST S.A.;2441984.99;Suministro de Electricidad Gas Vapor y Aire acondicionado
SOLARTEAM S.A.S.;2386235.74;Suministro de Electricidad Gas Vapor y Aire acondicionado
MEGAFRUIT S.A.;2372779.39;Suministro de Electricidad Gas Vapor y Aire acondicionado
VIOLETA PAZMIÑO & ASOCIADOS CIA. LTDA.;2353190.92;Enseñanza
CENTRO DE MANTENIMIENTO ELECTRICO ELECTRICLASER S.A.;2329542.38;Suministro de Electricidad Gas Vapor y Aire acondicionado
EDUCADORES LUTERANOS EDULUTERANOS CIA. LTDA.;2323065.28;Enseñanza
PACHAEDU S.A.;2312941.81;Enseñanza
CRUZ DEL NORTE S.A. CRUZNORTE;2310921.5;Enseñanza
PROTEINAS NATURALES S.A. PROTENAT;2306902.36;Actividades entretenimiento
COLDELFO S.A.;2285356.72;Enseñanza
WILLIAM CAXTON COLLEGE CIA. LTDA.;2273817.31;Enseñanza
INFORMAPORT S.A.;2223577.23;Suministro de Electricidad Gas Vapor y Aire acondicionado
EDUCACORP S.A.;2171941.43;Enseñanza
CENED CENTRO EDUCATIVO CREAR C. LTDA.;2158055.13;Enseñanza
MUNDO EDUCATIVO CIA. LTDA. EDUCAMUNDO;2154962.09;Enseñanza
ORGANIZACIONES PADISA S.A.;2130574;Enseñanza
BECQUEREL S.A.;2123585.82;Enseñanza
BUCKINGHAM ENGLISH CENTER S.A. BUCKCENTER;2118450.06;Enseñanza
SOYALIM S.A.;2116438.98;Distribución de Agua Alcantarillado y gestión de desechos
GLOBALPARTS S.A.;2072528.05;Distribución de Agua Alcantarillado y gestión de desechos
SMARENSOL S.A.;2062766.42;Suministro de Electricidad Gas Vapor y Aire acondicionado
SOFCO ECUADOR S.A.;2048719.13;Actividades entretenimiento
OLETNAT S.A.;2045483.41;Distribución de Agua Alcantarillado y gestión de desechos
A-C DEPOT DEL ECUADOR S.A. ACDEPOT;1976940.52;Otras actividades de servicios
MAKTUB S.A.;1976076.97;Actividades entretenimiento
PRIMEFENIX S.A.;1952176.75;Enseñanza
ARCTURUS CIA. LTDA.;1948013.81;Enseñanza
UNIDAD EDUCATIVA ANTONIO NEUMANE CIA. LTDA.;1947940.02;Enseñanza
HARDWARE STORE CUEVA HASTORCU CIA.LTDA.;1905847.4;Otras actividades de servicios
KINGMETRUST S.A.;1899450.13;Distribución de Agua Alcantarillado y gestión de desechos
SERVICESMART S.A.;1892466.07;Distribución de Agua Alcantarillado y gestión de desechos
ELECSATEC CIA.LTDA.;1882040.4;Suministro de Electricidad Gas Vapor y Aire acondicionado
SATRE COMUNICACION INTEGRAL CIA. LTDA;1871245.26;Actividades entretenimiento
COMPAÑIA PARA LA EDUCACION Y FORMACION COPEDFORMAR CIA. LTDA.;1870080.6;Enseñanza
EDUSOLER CIA. LTDA.;1849473.52;Enseñanza
SOLUCIONES EMPRESARIALES AVAM S.A.S.;1845886;Actividades entretenimiento
INSTITUTO LIDERES DE CAPACITACIÓN PROFESIONAL ILIDERCAP CIA.LTDA.;1842761.25;Enseñanza
DABAEDUCASA S.A.;1832781.48;Enseñanza
FRANCO TORRES COMERCIALIZADORA FRANCO&TORRES CIA.LTDA.;1818651.33;Suministro de Electricidad Gas Vapor y Aire acondicionado
UNIDAD EDUCATIVA GUTENBERG SCHULE GUTSCHULE CIA.LTDA.;1807238.33;Enseñanza
AGUAS DEL ECUADOR ADE CIA.LTDA.;1771041.81;Distribución de Agua Alcantarillado y gestión de desechos
INGENIERIA Y SERVICIOS AMBIENTALES S.A. ISASA;1750457.94;Distribución de Agua Alcantarillado y gestión de desechos
VIAT CIA. LTDA.;1722340.66;Otras actividades de servicios
JARDINES DE QUEVEDO JARDEQUE JARDINES FUNERARIOS S.A.;1687155.71;Otras actividades de servicios
PESCADORA INDUSTRIAL DEL ECUADOR Y SUMINISTROS DE PESCA PESINCEC CIA. LTDA.;1670567.37;Suministro de Electricidad Gas Vapor y Aire acondicionado
LAVCONAR S.A.;1628803.93;Otras actividades de servicios
SERVICIOS FUNERALES DIVINO NIÑO SERFUDI S.A.;1626556.71;Otras actividades de servicios
SERVICENTURIOSA S.A.;1609733.57;Otras actividades de servicios
PROYECTO HIDROELECTRICO SANTA CRUZ S.A. HIDROCRUZ;1604645.97;Suministro de Electricidad Gas Vapor y Aire acondicionado
PROYECTO HIDROELECTRICO SANTA CRUZ S.A. HIDROCRUZ;1604645.97;Suministro de Electricidad Gas Vapor y Aire acondicionado
PRODUCCIONES Y EVENTOS NOVOEVENTOS S.A.;1603838.85;Actividades entretenimiento
HIDROELECTRICA PERLABI S.A.;1582507.2;Suministro de Electricidad Gas Vapor y Aire acondicionado
MONTE LA PIEDAD MONTEPIEDAD CIA.LTDA.;1581056.3;Otras actividades de servicios
PELUCAS Y POSTIZOS IMPORT S.A. PELUPOSTIZOS;1580326.92;Otras actividades de servicios
EXOHIELO S.A.;1524809.88;Suministro de Electricidad Gas Vapor y Aire acondicionado
AUTOMATED CASH MANAGEMENT SOLUTIONS S.A;1503894.55;Otras actividades de servicios
AET ECUADOR AETECU S.A.;1484347.9;Actividades entretenimiento
ELECSERVITEC S.A.;1439168.03;Otras actividades de servicios
DESPLIEGUE COMPUTACIONAL E INTERNET DCNET S.A.;1438018.81;Otras actividades de servicios
RECICLADORA DE MATERIALES DEL ECUADOR RECIMATEC S.A.;1430692.99;Distribución de Agua Alcantarillado y gestión de desechos
ARBOLVERDE S.A.;1430271.43;Distribución de Agua Alcantarillado y gestión de desechos
DIRECICLA S.A.;1408939.68;Distribución de Agua Alcantarillado y gestión de desechos
CALAMANTE S.A.;1406420.41;Suministro de Electricidad Gas Vapor y Aire acondicionado
FIBRECSA CIA. LTDA.;1379003.13;Otras actividades de servicios
TECNIWASH S.A.;1363143.39;Otras actividades de servicios
SISTEMAS TECNOLOGICOS ALCATECNI CIA. LTDA.;1335629.47;Suministro de Electricidad Gas Vapor y Aire acondicionado
CORPBOL S.A.;1317906.14;Suministro de Electricidad Gas Vapor y Aire acondicionado
CINEMAFORTIN S.A. CINEFORTSA;1298141.9;Actividades entretenimiento
MUNDOESCENICO S.A.S.;1295238.62;Actividades entretenimiento
LOCKERS ECUADOR S.A.;1271012.62;Actividades entretenimiento
GRUPPOSQUALI S.A.S.;1257965.59;Actividades entretenimiento
DANCING SHOES PRODUCCIONES CIA. LTDA.;1257424.68;Actividades entretenimiento
TTN TITAN S.A.;1253269.09;Actividades entretenimiento
PRESEREXAS S.A.;1252875.84;Otras actividades de servicios
METROCOOL SERVICIOS Y MANTENIMIENTO CIA.LTDA.;1238310.17;Otras actividades de servicios
ACTIVEFIT S.A.;1229605.08;Actividades entretenimiento
FONTAINE S.A.;1207212.83;Actividades entretenimiento
CEJARDEPA S.A.;1196408.29;Otras actividades de servicios
NEOEN ECUADOR S.A.;1166425.44;Suministro de Electricidad Gas Vapor y Aire acondicionado
LIBERTAD FUTBOL CLUB LIBERTADFC S.A.;1158331.37;Actividades entretenimiento
DIGITAL SERVICE SOLUCIONES TECNICAS PROFESIONALES CIA. LTDA.;1126073.68;Otras actividades de servicios
ENERGIA PLANTA FOTOVOLTAICA EPFOTOVOLTAICA S.A.;1125087.01;Suministro de Electricidad Gas Vapor y Aire acondicionado
SERVIGANGA S.A.;1095046.37;Otras actividades de servicios
CONSIGALHO S.A;1089088.71;Otras actividades de servicios
SERVICIOS NACIONALES GUAYAS SERVINACIONAL S.A.;1087264.45;Otras actividades de servicios
WORKCOMPUTER S.A.;1078856.34;Otras actividades de servicios
CARBOGAS S.A.;1077508.78;Suministro de Electricidad Gas Vapor y Aire acondicionado
INSAIRE-INGENIERIA EN SISTEMAS DE AIRE ACONDICIONADO S.A.;1006275.14;Suministro de Electricidad Gas Vapor y Aire acondicionado
S&S PRODUCCIONES S&SPRODUCCIONES S.A.;989245;Actividades entretenimiento
SUZUKI WASH S.A. SUWASH;987002.3;Otras actividades de servicios
BIJEM S.A.;984637.58;Suministro de Electricidad Gas Vapor y Aire acondicionado
IMPORFARIÑO S.A.;980014.38;Suministro de Electricidad Gas Vapor y Aire acondicionado
SERVICIOS TÉCNICOS ELÉCTRICOS GACONSTEL S.A.;976803.65;Suministro de Electricidad Gas Vapor y Aire acondicionado
TAURUSGYM S.A.;969028.36;Actividades entretenimiento
FANTIME CIA.LTDA.;948337.17;Actividades entretenimiento
DIGAO S.A.;937554.98;Actividades entretenimiento
EMAC-BGP ENERGY COMPAÑÍA DE ECONOMIA MIXTA CEM;907663.63;Suministro de Electricidad Gas Vapor y Aire acondicionado
AIRWELDE S.A.;898873.43;Otras actividades de servicios
ESCUELA DE MUSICAL ARTE&ARMONIA S.A.;893953.14;Actividades entretenimiento
MEGA SERVICIOS KEAF S.A.S.;889890.5;Actividades entretenimiento
TRANSCORPORACION S.A.;865491.11;Suministro de Electricidad Gas Vapor y Aire acondicionado
MUSICONTEM S.A.S.;843837.16;Actividades entretenimiento
MARVICLIMA S.A.;836730.14;Otras actividades de servicios
FUTBOLCITY CIA. LTDA.;831028.79;Actividades entretenimiento
GRAN SORTEO FAMILIAR GSF S.A.;814220.25;Actividades entretenimiento
AIRTEC-ELECTRIC CIA.LTDA.;812816.1;Suministro de Electricidad Gas Vapor y Aire acondicionado
REALGAS S.A.;812562.83;Suministro de Electricidad Gas Vapor y Aire acondicionado
PIRECUATRANSA S.A.;811299.25;Suministro de Electricidad Gas Vapor y Aire acondicionado
FULAMBUSINESS CIA.LTDA.;802973.87;Actividades entretenimiento
EXCELSIUS S.A.;775447.2;Actividades entretenimiento
NEXT LEVEL N-L S.A.S.;775199;Actividades entretenimiento
COMPAÑIA DE ENSEÑANZA MARTILLO SAA S.A. MARTISAA;719600.74;Actividades de los hogares como empleadores domésticos
FUNKAFEST S.A.;666851.42;Actividades entretenimiento
ALTOCCIDENTE-PROMOTIONS CIA.LTDA.;666088.6;Actividades entretenimiento
ENTRETENICORP S.A.S.;648216.75;Actividades entretenimiento
ANDESPORTS S.A.;589265.1;Actividades entretenimiento
ADRENASPORTS, ADRENALINA ACTION SPORT, CIA. LTDA.;583672.94;Actividades entretenimiento
FITNESSCO THE FITNESS COMPANY S.A.;578998.22;Actividades entretenimiento
INTERIORICORP S.A.;568201.57;Actividades entretenimiento
PRODUCCIÓN DE EVENTOS ''ESFERA PRODUCCIÓN, ARTE & CONCEPTO'' ESFERAPRODUCCIÓN CIA.LTDA.;562647.79;Actividades entretenimiento
COMPAÑIA MOVIL POWER MOVILPOWER S.A.;529912.02;Actividades entretenimiento
IZMA CORP C.L.;525320.08;Actividades entretenimiento
KALEIDOS S.A.;481538.89;Actividades entretenimiento
MARCLUB S.A.;462071.39;Actividades entretenimiento
INDUSTRIA JUEGOS MULTIPLES SISTEMULTIPLES SOCIEDAD ANÓNIMA;460853.81;Actividades entretenimiento
KANCHATALENT CIA.LTDA.;454329.17;Actividades entretenimiento
REPPARSA S.A.;440360.06;Actividades entretenimiento
PÓDIUM EVENTOS S.A.;438687.12;Actividades entretenimiento
TRANSGAVIOTAS EXPRESS COMPAÑIA LIMITADA;360852.68;Actividades de los hogares como empleadores domésticos
INTEGRAL FORFAIT S.A. INTEFOR;312236.48;Administración pública y defensa
LIQQUALITY CIA. LTDA.;255086.06;Actividades de los hogares como empleadores domésticos
FILLISA S.A.;137862.72;Administración pública y defensa
PUBLICIDAD & MARKETING MASSIVEMEDIA S.A.;106445.34;Administración pública y defensa
NAUTICAL SURVEYS S.A. NAUTISURVEYS;100364.14;Actividades de Organizaciones
CONSULPREMIUM CONSULTORES CIA. LTDA.;9456.87;Administración pública y defensa
CONSULTORES ADUANEROS ADUACONSULT S.A.;106;Administración pública y defensa
AGUAS DE VALENCIA, SOCIEDAD ANONIMA;65.88;Administración pública y defensa
KROFTA AMERICA LATINA S.A.;0;Administración pública y defensa
ANDRES ARTURO COKA CIA. LTDA.;0;Administración pública y defensa
CORPORACION FAVORITA C.A.;2355580171;Total Nacional
CORPORACION EL ROSADO S.A.;1431995152;Total Nacional
INDUSTRIAL PESQUERA SANTA PRISCILA S.A.;1412874281;Total Nacional
ECUACORRIENTE S.A.;1180396602;Total Nacional
PRIMAX COMERCIAL DEL ECUADOR SOCIEDAD ANONIMA;1162299146;Total Nacional
PROCESADORA NACIONAL DE ALIMENTOS C.A. PRONACA;1076259837;Total Nacional
CONSORCIO ECUATORIANO DE TELECOMUNICACIONES S.A. CONECEL;1041851015;Total Nacional
DINADEC S.A.;1033549701;Total Nacional
DISTRIBUIDORA FARMACEUTICA ECUATORIANA (DIFARE) S.A.;897871392.3;Total Nacional
AURELIAN ECUADOR S.A;889974047.3;Total Nacional
PETROLEOS Y SERVICIOS PYS C.A.;858952830.5;Total Nacional
SHAYA ECUADOR S.A.;848005611.4;Total Nacional
TIENDAS INDUSTRIALES ASOCIADAS TIA S.A.;776159786.9;Total Nacional
TERPEL-COMERCIAL ECUADOR CIA.LTDA.;724742553.9;Total Nacional
LA FABRIL S.A.;710280986.4;Total Nacional
VITAPRO ECUADOR CIA. LTDA.;646986297;Total Nacional
SCHLUMBERGER DEL ECUADOR S.A.;627431741.5;Total Nacional
GENERAL MOTORS DEL ECUADOR SA;618724713.1;Total Nacional
FARMAENLACE CIA. LTDA;571529827;Total Nacional
ANDES PETROLEUM ECUADOR LTD.;563335259.7;Total Nacional
ATIMASA S.A.;543708748.3;Total Nacional
LETERAGO DEL ECUADOR S.A;528551906.6;Total Nacional
SOCIEDAD NACIONAL DE GALAPAGOS CA;528425781;Total Nacional
AC BEBIDAS, S. DE R.L. DE C.V.;523991839.9;Total Nacional
NIRSA S.A.;520248808.2;Total Nacional
OTECEL S.A.;514067176.6;Total Nacional
CONSORCIO SHUSHUFINDI S.A.;510204597.7;Total Nacional
AGRIPAC SA;500514253.4;Total Nacional
NESTLE ECUADOR S.A.;455829054;Total Nacional
INDUSTRIAL DANEC SA;410454092.5;Total Nacional
HOLCIM ECUADOR S.A.;391574647.6;Total Nacional
NOVACERO S.A;389036833.5;Total Nacional
EXPALSA EXPORTADORA DE ALIMENTOS SA;377614841;Total Nacional
CERVECERIA NACIONAL CN S.A.;374957391.7;Total Nacional
ACERIA DEL ECUADOR CA ADELCA.;360387532.7;Total Nacional
DISTRIVEHIC DISTRIBUIDORA DE VEHÍCULOS S.A.S.;344704639.8;Total Nacional
PETROLEOS DE LOS RIOS PETROLRIOS C.A.;341816037.4;Total Nacional
DISTRIBUIDORA IMPORTADORA DIPOR S.A.;338463501.2;Total Nacional
COMERCIAL KYWI SA;329034459.7;Total Nacional
INBALNOR S. A.;321165469.8;Total Nacional
ALMACENES DE PRATI SA;310533603.6;Total Nacional
MEGA SANTAMARIA S.A.;293503606.5;Total Nacional
FARMACIAS Y COMISARIATOS DE MEDICINAS SA FARCOMED;292786443;Total Nacional
TOYOTA DEL ECUADOR S.A.;288994761.1;Total Nacional
UNION DE BANANEROS ECUATORIANOS SA UBESA;287456470.7;Total Nacional
QUIFATEX SA;284294457;Total Nacional
VEPAMIL S.A.;279674903.1;Total Nacional
INT FOOD SERVICES CORP S.A.;276906597.5;Total Nacional
MEGADATOS S.A.;274271264.9;Total Nacional
THE TESALIA SPRINGS COMPANY S.A.;270993913.9;Total Nacional
